"filename", "language", "CMake", "Markdown", "Batch", "C++", "JSON", "YAML", "Python", "XML", "Ini", "comment", "blank", "total"
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\cmdParser.h", "C++", 0, 0, 0, 34, 0, 0, 0, 0, 0, 10, 6, 50
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\delta_motion.h", "C++", 0, 0, 0, 57, 0, 0, 0, 0, 0, 9, 22, 88
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\keyence_sensor.h", "C++", 0, 0, 0, 51, 0, 0, 0, 0, 0, 11, 5, 67
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\linear_motion.h", "C++", 0, 0, 0, 55, 0, 0, 0, 0, 0, 9, 22, 86
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\subsystem_feedback.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 0, 12, 9, 41
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\include\whs_static\whs_controller.h", "C++", 0, 0, 0, 72, 0, 0, 0, 0, 0, 15, 7, 94
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\lib\cmake\GTest\GTestConfig.cmake", "CMake", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\lib\cmake\GTest\GTestConfigVersion.cmake", "CMake", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\lib\cmake\GTest\GTestTargets-debug.cmake", "CMake", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\_CPack_Packages\win64\NSIS\wgm_pkg\lib\cmake\GTest\GTestTargets.cmake", "CMake", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 137
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\pkg\soft_wgm_installer_update\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\cntAlignView.cpp", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 0, 4, 5, 46
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\cntAlignView.h", "C++", 0, 0, 0, 2, 0, 0, 0, 0, 0, -1, 2, 3
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\mainwindow.cpp", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 6
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\menuEditView.cpp", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\menuEditView.h", "C++", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\menuFileView.cpp", "C++", 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 2, 9
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\menuFileView.h", "C++", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\sinkingView.cpp", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 5, 15
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\app\sinkingView.h", "C++", 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 2, 2
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\businesslogic\cntAlignController.cpp", "C++", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 5, 65
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\businesslogic\cntAlignController.h", "C++", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\businesslogic\sinkingController.cpp", "C++", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, -9, 26
"c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\src\businesslogic\sinkingController.h", "C++", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"Total", "-", 278, 53, 6, 22809, 9, 22, 715, 12590, 41, 22861, 5344, 64728
