Date : 2022-12-21 22:16:09
Directory : c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp
Total : 2266 files,  634389 codes, 220321 comments, 103650 blanks, all 958360 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py                 | Python           |        502 |        185 |        117 |        804 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\operations\prepare.py                       | Python           |        425 |        144 |         87 |        656 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\pyproject.py                                | Python           |         95 |         64 |         25 |        184 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\__init__.py                             | Python           |         71 |          6 |         18 |         95 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\constructors.py                         | Python           |        348 |         64 |         63 |        475 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\req_file.py                             | Python           |        336 |        112 |         81 |        529 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\req_install.py                          | Python           |        595 |        157 |         95 |        847 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\req_set.py                              | Python           |        126 |         35 |         30 |        191 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\req_tracker.py                          | Python           |         91 |         12 |         28 |        131 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py                        | Python           |        428 |        115 |         87 |        630 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\__init__.py                      | Python           |          0 |          0 |          1 |          1 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\base.py                          | Python           |         13 |          0 |          6 |         19 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py               | Python           |          0 |          0 |          1 |          1 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py               | Python           |        273 |        124 |         57 |        454 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py           | Python           |          0 |          0 |          1 |          1 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py               | Python           |         87 |         26 |         32 |        145 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py         | Python           |        406 |         60 |         90 |        556 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py            | Python           |        546 |         81 |         74 |        701 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py   | Python           |         77 |         46 |         20 |        143 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py           | Python           |        104 |         69 |         25 |        198 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py           | Python           |         50 |          1 |         19 |         70 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py       | Python           |        110 |         14 |         43 |        167 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py           | Python           |        188 |         50 |         35 |        273 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\self_outdated_check.py                      | Python           |        114 |         40 |         34 |        188 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\__init__.py                           | Python           |          0 |          0 |          1 |          1 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\_log.py                               | Python           |         11 |         18 |         10 |         39 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py                            | Python           |         17 |         10 |          9 |         36 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\compat.py                             | Python           |         26 |         22 |         16 |         64 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py                 | Python           |        109 |         30 |         30 |        169 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\datetime.py                           | Python           |          5 |          2 |          5 |         12 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\deprecation.py                        | Python           |         55 |         30 |         20 |        105 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py                 | Python           |         64 |         10 |          6 |         80 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\distutils_args.py                     | Python           |         28 |          9 |          6 |         43 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\encoding.py                           | Python           |         28 |          4 |          5 |         37 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\entrypoints.py                        | Python           |         13 |         11 |          4 |         28 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\filesystem.py                         | Python           |        110 |         39 |         34 |        183 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\filetypes.py                          | Python           |         19 |          4 |          6 |         29 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\glibc.py                              | Python           |         37 |         42 |         14 |         93 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\hashes.py                             | Python           |         82 |         54 |         30 |        166 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\inject_securetransport.py             | Python           |         16 |         11 |         10 |         37 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\logging.py                            | Python           |        239 |         90 |         63 |        392 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\misc.py                               | Python           |        418 |        270 |        141 |        829 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\models.py                             | Python           |         23 |         11 |         14 |         48 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\packaging.py                          | Python           |         45 |         28 |         17 |         90 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\parallel.py                           | Python           |         38 |         47 |         17 |        102 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\pkg_resources.py                      | Python           |         21 |          9 |         11 |         41 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py                   | Python           |        120 |         25 |         29 |        174 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\subprocess.py                         | Python           |        173 |         82 |         27 |        282 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\temp_dir.py                           | Python           |        131 |         85 |         45 |        261 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\unpacking.py                          | Python           |        187 |         52 |         29 |        268 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\urls.py                               | Python           |         38 |         15 |         13 |         66 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\virtualenv.py                         | Python           |         50 |         43 |         19 |        112 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils\wheel.py                              | Python           |         95 |         53 |         42 |        190 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\__init__.py                             | Python           |         11 |          4 |          1 |         16 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\bazaar.py                               | Python           |         72 |         10 |         15 |         97 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\git.py                                  | Python           |        302 |        145 |         60 |        507 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\mercurial.py                            | Python           |        119 |         23 |         17 |        159 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\subversion.py                           | Python           |        198 |         90 |         42 |        330 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs\versioncontrol.py                       | Python           |        373 |        262 |         88 |        723 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\wheel_builder.py                            | Python           |        263 |         51 |         47 |        361 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\__init__.py                                   | Python           |         69 |         33 |         10 |        112 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\appdirs.py                                    | Python           |        313 |        256 |         65 |        634 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py                      | Python           |          6 |          4 |          2 |         12 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py                          | Python           |         35 |          4 |         19 |         58 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py                       | Python           |         83 |         27 |         24 |        134 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\cache.py                         | Python           |         23 |          4 |         13 |         40 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py               | Python           |          2 |          0 |          1 |          3 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py             | Python           |         88 |         30 |         29 |        147 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py            | Python           |         21 |          3 |         10 |         34 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\compat.py                        | Python           |         20 |          3 |          7 |         30 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py                    | Python           |        226 |         85 |         66 |        377 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py                   | Python           |         37 |         27 |         17 |         81 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py                    | Python           |         69 |         32 |         35 |        136 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py                     | Python           |        103 |         49 |         37 |        189 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py                       | Python           |         25 |          0 |          5 |         30 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\certifi\__init__.py                           | Python           |          2 |          0 |          2 |          4 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\certifi\__main__.py                           | Python           |          9 |          0 |          4 |         13 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\certifi\core.py                               | Python           |         30 |         31 |         16 |         77 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\__init__.py                           | Python           |         42 |         30 |         12 |         84 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\big5freq.py                           | Python           |        340 |         41 |          6 |        387 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\big5prober.py                         | Python           |         16 |         26 |          6 |         48 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\chardistribution.py                   | Python           |        131 |         73 |         30 |        234 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\charsetgroupprober.py                 | Python           |         73 |         26 |          9 |        108 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\charsetprober.py                      | Python           |         56 |         67 |         23 |        146 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\cli\__init__.py                       | Python           |          0 |          0 |          2 |          2 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\cli\chardetect.py                     | Python           |         43 |         31 |         11 |         85 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\codingstatemachine.py                 | Python           |         29 |         50 |         10 |         89 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\compat.py                             | Python           |         13 |         20 |          4 |         37 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\cp949prober.py                        | Python           |         16 |         28 |          6 |         50 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\enums.py                              | Python           |         35 |         28 |         14 |         77 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\escprober.py                          | Python           |         60 |         31 |         11 |        102 |
| c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp\dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor\chardet\escsm.py                              | Python           |        201 |         26 |         20 |        247 |
